지역별(1),2012.06,2013.06,2014.06,2015.06,2016.06,2017.06,2018.06,2019.06,2020.06,2021.06
서울,-2.2,-5.8,-5.8,-3.2,-0.3,2.8,8.3,10.5,13.6,19.1
경기,-1,-4.8,-4.1,-0.7,1.5,2.6,4.5,4.5,10.3,25
인천,-3,-7.2,-6.1,-3.5,-2,-1.2,0.1,0.4,6,17.3
