지역별(1),2012.06,2013.06,2014.06,2015.06,2016.06,2017.06,2018.06,2019.06,2020.06,2021.06
전국,2.2,0.6,1.9,4.7,6.6,7.8,9.3,9,11.8,21.3
수도권,-1.7,-5.5,-5,-2,0.3,2.1,5.2,6.1,11,21.9
지방,6.6,7.3,9.4,12,13.5,14,13.9,12.5,13.3,21.7
6대광역시,4.1,3.5,5.6,9.2,11.3,12.8,13.9,13.9,17.5,30.1
5대광역시,6.2,6.9,9.4,13.3,15.7,17.3,18.3,18.2,21.2,34.2
9개도,2.8,1.6,2.9,5.4,6.8,7.3,7.6,6.4,8.6,17.8
8개도,6.8,7.6,9.4,11.2,12,11.8,11,8.7,8,13.3
