지역별(1),2012.06,2013.06,2014.06,2015.06,2016.06,2017.06,2018.06,2019.06,2020.06,2021.06
전국,5.4,8.1,13.3,18,21.4,22.6,21.7,19,20.6,28.7
수도권,4,6.7,14.1,21,26.2,28.3,27.8,25.2,28.4,38
지방,6.8,9.5,12.6,15.4,17.3,17.8,16.5,13.8,13.9,20.9
6대광역시,5.5,8.4,13.2,17.6,20.7,22,21.5,19.6,21.5,32.3
5대광역시,6.5,9.5,13.3,17.2,20,21.1,20.4,18.5,19.9,30.1
9개도,5.9,8.3,13,17.6,20.5,21.4,19.7,16.2,17.1,24.1
8개도,7,9.5,12.2,14.4,15.6,15.8,14.2,10.9,10,14.3
