지역별(1),2012.06,2013.06,2014.06,2015.06,2016.06,2017.06,2018.06,2019.06,2020.06,2021.06
서울,3.9,7.4,14.5,20.3,25.8,28.3,29.3,28,30.7,37
경기,4.5,6.8,14.3,22.3,27.5,29.3,27.6,23.7,27.2,38.2
인천,1.9,4.3,12.1,18.2,22.4,24.4,24.7,23,26.5,39.5
