지역별(1),2016.06,2017.06,2018.06,2019.06,2020.06,2021.06
전국,-0.7,-1.4,-2,-2.8,-3.3,-2.7
수도권,-1,-1.5,-1.7,-1.9,-2.5,-2.1
지방,-0.4,-1.2,-2.3,-3.7,-4.1,-3.3
6대광역시,-0.6,-1.1,-1.5,-2.5,-2.9,-1.8
5대광역시,-0.7,-1.4,-1.9,-3.1,-3.4,-2.3
9개도,-0.5,-1.1,-1.9,-2.9,-3.5,-3.1
8개도,-0.2,-1,-2.4,-4,-4.5,-4.1
